ward,area_sqm,rooms,floor,building_age,distance_to_station_min,amenity_score,has_balcony,has_parking,is_remodeled,price_million_yen
Nakano,30.69,1,4,14.4,3.9,85.8,1,1,0,112.57
Nerima,61.4,2,26,7.5,1.0,100.0,1,0,0,154.37
Nerima,43.44,3,7,45.0,9.6,72.2,1,1,1,82.54
Sumida,50.94,2,23,5.0,1.0,96.6,1,0,0,171.04
Katsushika,137.7,4,5,25.1,3.0,90.7,1,1,0,101.38
Sumida,85.43,3,8,3.9,23.3,60.0,0,1,0,122.51
Taito,78.5,3,30,32.1,30.0,38.1,1,1,0,90.12
Minato,72.4,3,23,5.6,1.7,100.0,1,1,0,209.56
Ota,29.78,1,5,11.6,2.6,100.0,1,0,1,100.53
Itabashi,77.22,3,6,4.3,1.0,93.0,1,1,0,164.88
Edogawa,104.52,4,5,1.7,2.9,98.5,1,1,0,189.25
Bunkyo,154.41,4,20,23.3,9.0,96.5,1,1,0,254.1
Nakano,77.92,3,2,17.1,4.3,78.6,1,0,0,155.77
Itabashi,115.77,5,26,9.2,8.8,87.5,0,0,0,211.55
Koto,33.4,1,16,11.5,24.5,49.9,1,1,0,47.2
Ota,125.96,3,14,7.2,4.2,81.3,1,1,0,192.12
Kita,107.4,5,22,23.9,1.7,87.4,1,0,1,160.14
Shinjuku,125.89,4,25,13.4,5.1,99.6,0,1,0,268.73
Adachi,66.96,3,18,7.7,5.5,84.5,0,0,0,121.82
Toshima,22.35,1,14,25.6,8.2,64.8,1,0,0,68.6
Koto,68.19,3,12,1.7,6.5,100.0,1,0,0,144.67
Arakawa,98.64,5,22,28.4,7.0,77.4,0,1,1,148.96
Shinagawa,41.54,2,13,50.0,4.2,92.3,1,1,1,82.83
Kita,67.97,3,28,4.4,11.4,76.3,1,1,0,129.34
Nerima,61.73,3,15,7.3,16.4,48.4,1,1,0,117.37
Ota,54.4,2,20,9.3,20.4,46.1,1,1,0,97.49
Adachi,43.11,2,19,7.4,13.7,81.8,0,0,0,80.33
Bunkyo,69.49,4,10,10.7,4.9,92.3,1,1,0,204.46
Edogawa,76.29,4,2,18.0,1.0,100.0,1,1,0,117.12
Kita,60.65,3,7,16.7,1.0,82.9,0,0,0,128.64
Sumida,31.23,1,5,9.7,1.0,100.0,1,0,0,109.0
Itabashi,86.13,4,2,20.1,1.2,88.6,1,1,0,142.28
Edogawa,83.03,3,25,14.2,7.4,100.0,1,1,0,130.07
Kita,20.0,1,10,1.8,3.6,88.3,0,0,0,93.01
Chuo,124.27,4,30,9.6,2.7,100.0,1,1,0,292.7
Sumida,48.01,1,27,36.2,1.6,87.6,1,1,1,93.05
Setagaya,127.61,4,10,14.7,1.5,98.3,0,0,0,211.22
Ota,96.03,3,12,6.4,11.1,68.3,1,0,0,144.22
Shinjuku,55.66,3,1,0.6,2.8,100.0,0,0,0,197.5
Chuo,41.12,2,11,1.4,6.0,97.9,1,1,0,199.02
Taito,76.5,3,25,9.0,21.1,45.5,1,1,0,152.27
Sumida,44.59,2,6,7.6,17.1,58.2,1,1,1,103.91
Taito,65.6,4,25,9.1,7.7,69.8,1,1,1,209.8
Itabashi,126.97,4,12,27.2,10.6,74.6,0,1,1,177.76
Arakawa,94.91,5,6,15.0,8.9,89.7,1,1,0,142.0
Kita,71.31,3,1,5.9,9.3,83.4,0,1,0,113.52
Katsushika,23.74,1,23,16.0,2.5,100.0,1,1,1,117.43
Koto,72.24,3,30,4.9,2.7,78.9,1,1,1,164.47
Setagaya,39.17,1,8,4.0,13.7,68.0,1,1,0,105.19
Taito,50.24,1,6,0.1,12.1,56.1,1,1,0,121.07
Nerima,41.8,2,20,17.1,1.3,89.9,0,0,1,102.19
Shinjuku,66.59,3,15,50.0,6.3,99.9,1,1,0,136.95
Chiyoda,75.75,3,30,12.0,24.1,58.1,1,1,0,159.16
Nakano,75.06,3,10,27.0,2.5,91.0,0,1,1,181.8
Ota,33.77,1,10,3.6,1.1,96.9,1,0,0,137.88
Katsushika,95.7,4,20,3.7,2.7,100.0,1,1,0,164.59
Nerima,37.97,1,5,28.7,3.8,90.7,1,0,1,84.3
Chuo,92.62,5,1,3.5,1.6,100.0,1,0,0,213.91
Edogawa,71.0,2,21,14.7,19.0,39.4,1,0,0,76.55
Ota,60.67,3,4,7.8,1.0,92.4,1,0,0,77.49
Shinjuku,123.12,3,10,9.9,18.5,67.4,0,1,1,233.21
Shibuya,20.0,1,29,2.2,5.6,91.0,0,1,0,178.34
Taito,65.54,3,27,1.9,5.3,92.3,0,0,0,185.3
Katsushika,45.29,2,23,16.8,1.5,100.0,0,1,1,111.61
Nerima,83.82,2,30,5.1,13.7,75.4,1,0,0,133.44
Shibuya,110.92,4,6,5.9,6.9,61.4,0,0,0,297.81
Suginami,75.39,4,25,5.0,16.8,77.2,0,0,1,199.96
Arakawa,52.42,2,28,7.4,17.9,33.7,1,0,0,85.49
Chiyoda,52.8,2,1,16.7,8.3,79.9,1,0,0,167.7
Taito,54.89,3,25,0.1,8.3,70.2,1,1,0,164.0
Katsushika,33.99,2,16,32.5,6.6,89.9,1,1,1,73.78
Arakawa,89.98,3,8,2.2,10.0,91.3,1,1,0,145.0
Meguro,62.18,2,2,23.0,28.7,49.5,0,0,1,140.77
Shibuya,55.0,3,30,14.9,1.0,100.0,1,1,0,214.61
Ota,52.33,1,16,5.1,1.9,88.8,1,1,1,132.18
Sumida,24.79,2,4,0.7,1.9,84.2,1,0,0,79.27
Shinagawa,70.6,4,17,0.8,5.6,87.2,1,0,0,140.05
Chiyoda,46.38,2,15,35.3,11.3,79.6,0,0,0,105.46
Katsushika,20.0,2,26,8.4,4.2,67.4,1,0,0,97.33
Taito,20.0,1,11,7.0,2.6,96.1,1,0,0,85.6
Shinjuku,20.33,1,28,3.2,7.6,97.0,1,1,0,125.58
Adachi,126.32,4,12,30.1,13.7,56.6,0,0,0,118.62
Minato,70.64,3,16,10.0,1.9,99.5,1,1,0,279.03
Shinjuku,44.64,2,28,21.1,2.5,100.0,1,1,1,173.03
Koto,51.95,2,21,11.0,6.0,77.8,0,0,0,135.28
Chuo,65.82,4,19,50.0,4.6,73.5,0,1,1,154.93
Minato,20.0,1,28,1.9,13.6,94.7,0,0,0,171.78
Shibuya,42.69,2,24,9.3,5.1,95.7,0,0,1,216.27
Koto,59.0,2,3,15.8,1.0,78.8,1,0,1,165.49
Edogawa,63.8,2,3,8.5,8.8,93.4,0,1,0,137.51
Setagaya,68.36,3,7,2.7,1.8,97.9,0,0,0,166.71
Chuo,53.0,1,24,2.9,6.1,80.7,1,0,0,135.86
Koto,104.76,5,2,4.4,10.2,71.1,1,1,0,170.71
Kita,111.18,5,21,10.4,7.4,81.4,1,1,1,222.0
Shibuya,99.57,3,10,33.8,9.2,88.0,1,0,1,193.78
Shinjuku,97.36,4,27,20.0,15.5,76.4,0,1,0,192.14
Shinagawa,102.13,4,22,3.7,13.1,60.1,1,0,0,163.11
Chuo,50.04,3,30,29.7,4.4,90.2,0,1,0,147.95
Ota,84.44,3,5,32.8,6.0,87.2,0,1,1,129.9
Shibuya,57.21,3,7,10.6,13.9,57.8,0,0,0,110.26
Chuo,30.12,1,18,14.3,2.4,85.4,1,0,0,96.75
Nerima,92.89,4,9,10.5,24.8,37.7,0,0,0,104.27
Suginami,86.6,3,8,12.5,1.1,90.7,0,0,0,145.15
Koto,86.46,2,7,20.5,3.4,84.7,1,0,0,167.05
Meguro,69.79,3,23,2.3,2.9,100.0,1,1,0,178.83
Chiyoda,92.09,4,5,8.5,7.5,71.2,1,1,0,228.28
Adachi,70.84,2,24,7.3,2.4,100.0,1,1,0,153.64
Kita,53.13,2,20,0.9,2.6,91.4,0,1,0,104.02
Arakawa,86.37,3,21,5.8,7.6,85.3,1,0,0,158.45
Shinjuku,102.62,3,22,9.0,30.0,39.2,1,0,0,125.83
Minato,75.68,3,18,12.3,1.0,100.0,1,1,1,261.63
Toshima,87.43,3,19,4.1,22.1,50.4,1,1,0,161.62
Nerima,95.94,4,30,11.9,7.3,83.6,1,0,0,168.92
Minato,77.4,3,6,5.9,6.6,96.6,1,1,0,339.73
Koto,43.03,2,17,4.1,1.1,100.0,0,1,0,195.14
Bunkyo,40.71,2,3,4.0,2.5,94.0,0,1,0,166.41
Bunkyo,71.38,3,26,7.9,1.1,90.5,1,0,1,245.27
Shinjuku,98.13,4,15,15.6,1.0,79.3,1,1,0,221.12
Arakawa,57.1,2,5,6.2,1.0,93.4,1,0,1,120.49
Shinagawa,66.27,3,13,1.1,2.8,90.2,0,0,0,132.25
Shinjuku,113.21,4,26,18.6,3.9,93.0,1,0,0,232.91
Setagaya,109.87,3,11,2.2,2.7,98.2,1,0,0,206.4
Chuo,64.26,2,5,6.1,12.5,100.0,1,0,1,201.81
Taito,37.35,2,19,37.7,15.0,75.7,1,1,0,69.3
Toshima,75.47,3,9,19.0,2.8,97.7,0,0,0,130.77
Ota,69.98,4,2,1.8,7.0,72.0,1,1,0,197.51
Minato,28.67,2,15,0.5,1.2,100.0,1,0,0,172.29
Nerima,41.54,1,5,7.8,10.3,74.9,1,1,0,80.66
Setagaya,105.89,5,1,0.6,1.0,96.0,0,1,0,211.02
Katsushika,53.19,1,1,1.7,6.6,87.4,1,0,0,81.93
Ota,79.27,3,5,3.7,1.3,83.0,0,0,0,184.61
Arakawa,45.32,2,6,10.1,8.5,84.6,1,1,0,107.11
Koto,86.04,3,16,26.1,15.8,69.9,1,0,0,96.59
Shibuya,91.89,4,2,28.7,16.8,67.3,1,1,1,258.58
Adachi,113.33,3,19,24.6,2.6,88.2,1,1,0,151.84
Nakano,58.11,2,1,1.6,8.3,94.9,1,1,0,135.51
Edogawa,42.4,2,8,4.9,1.0,94.6,1,0,0,138.84
Nakano,46.33,3,20,3.9,1.2,98.9,1,0,1,180.55
Minato,35.36,1,11,11.8,1.2,88.5,1,1,1,168.8
Shibuya,75.23,3,28,1.9,9.1,87.9,1,1,0,201.49
Taito,27.99,1,30,50.0,1.0,93.3,0,0,1,70.44
Taito,116.71,5,8,1.3,1.2,99.8,1,0,0,182.56
Taito,82.38,2,19,0.3,7.9,100.0,1,1,1,180.58
Toshima,58.45,3,8,28.1,30.0,40.5,0,0,1,60.01
Ota,36.65,1,6,16.1,1.0,96.3,1,0,0,72.92
Chiyoda,57.2,1,3,35.4,1.0,90.7,1,0,1,151.86
Bunkyo,77.7,3,19,1.3,6.2,96.5,1,1,0,238.38
Chiyoda,129.55,3,13,33.5,3.3,81.2,0,1,1,224.69
Toshima,43.2,2,14,14.5,6.7,80.4,1,1,0,144.06
Katsushika,135.5,3,2,0.4,2.0,98.7,1,1,0,227.78
Kita,20.0,2,18,11.9,2.3,93.1,0,1,0,104.99
Katsushika,58.8,2,18,50.0,3.5,82.0,1,1,1,111.02
Chuo,123.2,5,9,4.0,2.1,90.7,1,1,0,272.18
Kita,122.24,4,30,5.6,2.4,87.1,0,1,1,242.83
Shinagawa,102.45,4,25,11.0,1.6,97.8,1,0,0,178.86
Shinagawa,38.47,1,27,4.4,1.0,100.0,0,1,0,142.44
Sumida,95.15,5,11,6.7,4.8,100.0,1,1,1,176.72
Taito,25.08,1,6,13.5,24.4,52.9,0,1,1,55.76
Shibuya,50.21,1,12,4.7,2.8,82.7,1,1,0,142.17
Koto,47.63,3,19,3.2,9.7,84.0,1,1,0,161.69
Minato,88.72,4,10,2.5,4.5,100.0,1,0,0,287.35
Taito,70.17,3,14,35.5,4.6,100.0,1,1,1,149.17
Meguro,75.86,2,3,9.2,10.3,88.2,0,1,0,123.82
Meguro,40.26,1,18,14.3,6.0,90.2,1,1,1,185.18
Setagaya,137.9,5,9,3.2,1.0,90.1,1,1,0,271.19
Arakawa,58.79,2,7,1.4,5.8,100.0,0,1,0,119.57
Shinjuku,87.58,3,28,13.3,12.2,71.0,1,0,0,159.79
Suginami,93.36,5,11,0.0,3.1,84.3,1,0,0,202.88
Bunkyo,47.31,2,24,13.3,5.7,79.7,1,1,1,203.25
Bunkyo,80.79,3,25,48.9,6.2,89.1,1,1,0,132.73
Shinjuku,87.77,3,26,6.4,1.2,99.1,0,0,0,141.6
Nakano,66.3,3,8,6.3,9.2,77.1,1,0,0,138.32
Bunkyo,63.77,2,29,19.2,20.3,47.8,1,1,1,145.81
Ota,57.08,1,27,0.1,2.0,100.0,1,0,0,194.22
Koto,116.73,4,29,0.2,5.3,70.5,1,1,0,211.48
Sumida,44.32,3,3,8.1,5.7,100.0,0,1,0,121.19
Shibuya,91.61,4,22,15.5,9.0,75.0,0,1,0,224.08
Nakano,51.22,1,17,10.4,2.5,97.0,1,0,0,133.08
Katsushika,44.11,3,2,0.5,9.9,69.4,0,1,0,108.02
Itabashi,152.15,3,11,3.4,1.0,84.4,1,0,0,180.23
Shibuya,106.97,3,2,23.6,3.0,76.4,1,1,0,239.35
Ota,81.75,3,24,17.8,17.6,59.4,0,1,0,112.29
Chuo,71.64,2,4,6.4,4.0,98.3,0,0,0,167.12
Sumida,87.08,3,19,7.2,3.0,98.9,1,1,0,172.32
Meguro,75.14,3,11,8.2,6.1,85.6,1,1,0,152.93
Ota,84.82,4,25,24.2,20.6,50.2,0,1,1,153.99
Meguro,86.16,3,25,23.3,2.7,94.8,1,1,1,236.75
Katsushika,28.68,1,21,6.9,19.9,50.6,1,1,0,63.99
Chiyoda,20.0,1,23,5.1,1.7,100.0,1,1,1,148.69
Itabashi,64.49,3,18,19.5,2.0,93.7,0,0,1,146.83
Katsushika,73.62,2,6,0.7,4.1,100.0,0,0,0,200.86
Chiyoda,44.49,2,19,47.8,2.4,96.8,1,0,1,140.09
Shibuya,130.22,4,25,24.0,3.3,100.0,1,1,1,234.32
Arakawa,103.67,4,2,2.5,14.8,62.5,0,0,0,121.52
Ota,77.14,2,14,18.9,8.7,85.1,0,0,1,133.01
Sumida,87.5,2,14,5.1,19.9,64.7,0,1,0,115.96
Bunkyo,82.93,2,21,5.0,1.0,89.8,0,1,0,160.77
Edogawa,92.76,4,9,10.0,27.7,50.9,1,1,0,123.32
Chuo,73.08,3,28,28.8,24.6,42.0,1,1,0,114.79
Taito,63.96,4,4,23.3,1.0,88.9,1,1,0,169.35
Nerima,29.52,1,15,7.8,1.4,100.0,1,1,0,114.11
Setagaya,95.18,4,25,6.0,1.4,94.4,1,0,0,205.69
Shinjuku,84.02,2,26,10.1,1.8,97.2,1,0,0,225.59
Toshima,74.16,2,26,7.8,2.1,100.0,1,1,0,147.03
Adachi,92.27,5,24,22.4,30.0,34.2,0,1,0,89.98
Bunkyo,32.31,1,11,9.0,30.0,20.4,1,0,0,52.19
Chuo,91.71,3,1,4.1,11.5,53.8,1,1,0,217.37
Shibuya,66.93,3,14,3.8,7.6,88.1,0,0,0,197.62
Nakano,70.96,4,6,3.9,1.7,100.0,0,1,0,146.2
Arakawa,50.52,3,10,2.7,5.3,91.4,1,0,0,114.83
Shinagawa,72.73,4,16,6.0,5.4,88.8,1,0,0,202.11
Arakawa,27.82,2,22,2.1,21.6,56.8,1,1,0,74.21
Nakano,48.82,3,12,4.1,12.9,69.7,1,1,0,112.19
Shinagawa,42.41,1,28,27.8,1.0,100.0,1,1,0,133.19
Nakano,35.38,1,30,20.4,6.8,84.2,1,0,0,58.36
Minato,25.62,1,7,7.5,3.9,91.6,0,1,0,148.5
Adachi,84.08,3,19,7.7,13.9,66.3,1,0,0,114.35
Toshima,55.2,1,11,0.3,5.4,99.4,1,0,0,111.29
Adachi,71.78,2,22,0.3,4.7,75.9,1,1,0,147.59
Ota,85.01,4,9,26.9,1.0,100.0,0,1,1,166.62
Ota,61.36,3,16,15.4,13.3,82.9,1,1,0,101.89
Koto,70.62,3,2,10.2,11.3,77.6,1,1,0,131.36
Setagaya,31.77,1,11,13.4,1.0,85.1,0,1,0,135.35
Setagaya,99.07,4,26,13.7,8.8,78.0,1,1,0,155.88
Sumida,124.75,4,21,2.8,2.6,89.6,1,1,0,205.27
Chuo,75.94,3,19,9.1,1.0,100.0,0,0,0,218.52
Nakano,52.36,2,12,5.4,7.3,86.8,1,1,0,149.04
Shibuya,59.11,2,1,3.9,4.2,97.5,1,1,0,221.36
Kita,93.52,4,10,28.4,9.5,67.3,1,1,1,173.68
Bunkyo,24.13,2,7,25.3,1.0,95.5,1,0,0,116.75
Minato,58.32,2,6,7.8,11.8,75.1,1,1,0,189.3
Toshima,92.0,5,4,7.4,2.4,100.0,1,0,0,165.69
Shinjuku,20.0,2,13,9.8,30.0,32.4,0,0,0,58.48
Shinagawa,81.53,3,28,35.6,2.4,86.2,1,0,1,166.57
Shinjuku,45.7,2,15,3.0,2.6,97.3,0,0,0,130.13
Edogawa,97.22,5,24,50.0,1.5,100.0,0,1,1,195.59
Ota,59.79,2,11,20.5,8.2,84.8,1,1,0,128.24
Adachi,59.54,2,24,5.5,2.3,96.6,0,0,1,181.03
Arakawa,27.71,1,20,50.0,21.6,50.4,1,0,0,10.0
Shibuya,45.78,2,25,9.0,1.0,100.0,1,1,0,222.26
Sumida,105.48,4,4,10.5,1.0,98.9,0,1,0,230.11
Nerima,52.86,3,5,28.9,14.5,86.9,1,1,1,80.61
Ota,55.68,3,17,24.6,10.3,74.2,0,0,1,127.49
Setagaya,75.5,3,18,3.4,5.8,88.7,0,0,1,163.23
Shibuya,50.12,2,3,12.5,4.8,84.3,1,1,1,174.11
Katsushika,98.94,5,6,3.7,18.6,51.2,1,0,0,121.22
Minato,56.58,2,24,8.4,15.5,54.9,1,0,0,193.38
Arakawa,28.59,1,4,11.9,8.4,74.9,1,0,0,74.75
Chuo,31.5,1,24,7.8,18.7,64.9,0,1,0,122.44
Bunkyo,86.0,4,27,5.6,9.3,74.7,1,1,0,128.16
Nerima,34.75,2,4,5.9,5.2,95.7,1,0,0,114.02
Setagaya,30.05,2,10,27.6,2.4,88.4,1,0,1,144.54
Adachi,75.23,3,1,23.6,2.5,100.0,0,0,1,109.58
Bunkyo,53.99,1,26,0.6,3.7,98.6,0,0,0,206.66
Sumida,44.86,3,25,2.4,1.0,98.3,1,0,0,174.28
Chiyoda,34.16,2,18,8.3,18.2,63.8,1,0,1,176.78
Koto,82.84,4,20,34.2,5.7,100.0,1,1,0,122.2
Taito,84.66,3,7,4.1,1.0,90.9,1,1,0,178.37
Chiyoda,39.39,1,21,14.6,4.6,96.7,0,1,0,189.99
Bunkyo,50.86,2,27,0.8,20.9,65.0,0,1,0,164.55
Adachi,20.0,1,7,18.5,18.9,65.9,0,1,0,33.69
Minato,134.25,4,16,4.8,2.2,97.3,1,0,0,339.35
Arakawa,75.36,3,8,5.7,10.7,61.4,0,1,0,103.58
Shibuya,55.62,1,19,34.7,3.3,79.9,0,1,1,159.54
Shinjuku,56.44,1,20,17.2,2.2,77.1,1,1,1,125.69
Koto,36.82,1,19,1.5,1.9,100.0,0,0,0,109.99
Nakano,34.07,1,19,19.8,3.9,91.7,1,0,0,117.8
Itabashi,20.0,2,21,34.6,8.1,78.8,1,1,1,86.66
Nerima,71.52,2,21,32.4,1.0,94.8,1,1,0,98.33
Toshima,58.36,3,13,24.8,1.9,83.3,0,1,0,126.38
Sumida,56.49,2,25,50.0,1.8,96.9,1,1,0,70.48
Edogawa,39.19,1,30,0.0,8.0,76.5,1,1,0,115.94
Chuo,48.84,1,4,3.7,16.6,72.9,1,1,0,180.54
Sumida,56.91,3,2,36.2,7.6,83.2,1,0,1,117.67
Minato,52.62,1,27,16.2,20.1,55.4,1,0,0,155.47
Koto,24.93,2,24,5.2,14.5,50.6,1,1,1,114.28
Shinjuku,20.0,1,22,6.6,12.9,73.7,1,1,0,92.41
Edogawa,111.41,4,27,30.1,2.7,100.0,1,1,1,187.57
Ota,93.61,4,21,7.9,4.6,98.2,0,0,0,206.49
Meguro,58.06,2,16,5.2,2.4,89.5,1,0,0,191.83
Arakawa,72.04,3,12,19.8,9.5,95.9,1,0,1,108.4
Shibuya,104.86,5,3,39.7,2.9,100.0,1,1,1,234.86
Minato,69.79,3,25,16.7,5.3,100.0,1,0,1,225.79
Kita,128.27,5,25,0.2,4.0,68.2,0,1,0,210.27
Chuo,113.5,5,17,6.6,3.8,86.5,1,0,0,236.08
Meguro,41.62,1,11,12.6,8.5,76.5,0,1,0,152.6
Ota,65.76,4,5,15.5,5.6,79.7,1,1,0,131.78
Shibuya,67.76,2,9,3.4,3.6,75.7,0,1,0,178.1
Meguro,85.37,2,5,5.2,12.1,75.3,0,1,0,231.4
Itabashi,30.12,2,28,9.6,5.3,100.0,1,1,0,114.24
Minato,57.95,1,6,15.8,1.7,100.0,0,1,1,234.41
Chiyoda,56.11,3,13,0.8,11.0,79.6,1,1,0,145.85
Adachi,75.19,2,5,30.3,1.1,82.3,1,1,1,105.11
Chuo,52.28,2,10,18.7,1.0,94.0,1,1,0,160.95
Sumida,53.91,2,13,12.1,7.5,79.4,0,1,0,111.87
Nerima,82.14,3,16,8.9,14.0,77.4,0,0,1,163.44
Taito,87.19,4,6,2.3,26.1,48.9,1,1,0,154.09
Katsushika,91.74,4,12,19.6,11.8,81.6,0,0,1,141.83
Meguro,42.97,2,7,18.0,1.0,77.0,1,1,0,162.49
Shinagawa,47.87,2,22,0.0,10.7,67.2,1,1,0,159.7
Arakawa,95.37,4,25,5.5,4.3,73.3,1,0,0,154.26
Meguro,51.19,2,24,23.7,1.1,93.1,1,1,0,192.01
Taito,30.01,1,24,39.2,5.2,82.8,0,0,1,87.47
Adachi,71.65,3,21,39.5,6.7,59.9,1,1,1,123.27
Chuo,72.07,3,13,21.3,6.6,82.1,1,0,0,140.91
Toshima,106.39,3,22,24.6,8.6,87.2,1,0,0,155.83
Itabashi,107.9,4,21,2.6,1.0,100.0,0,0,0,232.85
Chiyoda,45.63,2,13,8.5,1.0,100.0,1,1,0,199.44
Meguro,149.02,4,12,30.2,14.4,90.1,0,1,1,194.94
Shinjuku,103.7,5,1,2.2,5.3,92.1,1,0,0,175.17
Kita,55.66,2,9,35.6,5.9,83.4,0,1,1,80.7
Bunkyo,45.78,2,22,16.4,1.0,98.4,1,0,0,127.66
Adachi,44.17,2,28,3.7,7.4,88.2,1,1,0,133.65
Chuo,55.24,1,24,3.6,19.5,59.5,0,1,1,166.16
Edogawa,55.51,2,9,42.0,1.0,92.4,1,1,1,120.63
Arakawa,33.48,1,10,14.0,1.7,100.0,1,1,1,117.86
Shibuya,37.15,1,28,1.9,5.6,87.7,1,1,0,214.38
Katsushika,78.85,3,24,7.3,2.0,100.0,1,1,0,158.25
Chiyoda,64.31,3,29,0.0,5.5,100.0,1,1,0,243.05
Suginami,45.14,2,24,24.2,4.3,89.6,1,0,1,122.14
Shibuya,62.53,3,13,10.0,22.5,42.1,0,1,0,180.12
Nakano,87.05,3,4,12.3,7.8,100.0,0,1,0,155.91
Minato,136.61,4,29,50.0,1.3,100.0,1,1,1,255.26
Toshima,85.59,2,17,37.7,23.9,51.3,1,1,1,110.18
Katsushika,43.75,3,7,4.5,6.8,76.3,1,1,0,133.96
Shibuya,81.29,3,20,30.7,12.4,64.7,1,1,0,191.9
Arakawa,109.33,4,20,26.8,21.5,70.6,1,0,1,83.8
Setagaya,43.71,3,3,2.5,1.5,87.9,1,0,0,161.1
Bunkyo,33.31,2,10,9.2,21.7,39.9,1,1,0,108.16
Meguro,40.55,2,17,43.8,11.5,75.6,0,0,1,76.92
Katsushika,80.03,2,29,13.3,8.7,96.1,1,1,0,140.08
Shinagawa,28.08,2,11,10.4,7.0,66.1,1,0,0,128.02
Edogawa,104.78,4,26,48.7,4.3,93.1,1,1,1,137.45
Minato,20.0,2,20,22.9,19.2,45.8,1,0,1,118.07
Arakawa,75.92,2,7,4.9,1.0,100.0,0,1,0,152.56
Itabashi,37.6,2,13,23.1,1.0,86.6,0,1,0,108.64
Shibuya,68.45,3,6,7.3,8.0,77.9,1,1,0,181.05
Shinagawa,104.5,4,11,1.6,4.0,66.8,0,0,0,153.02
Arakawa,106.26,4,26,37.8,1.0,100.0,1,0,1,182.07
Shinjuku,109.4,3,18,5.0,1.4,93.0,0,0,1,217.91
Shibuya,92.44,4,8,0.0,7.3,85.5,0,0,0,258.13
Koto,109.22,5,22,13.5,24.7,45.8,1,0,1,163.91
Koto,63.93,3,30,4.5,1.6,96.8,1,0,0,156.15
Arakawa,64.86,3,11,9.7,1.4,93.5,0,1,0,154.89
Edogawa,91.93,4,7,2.6,12.8,61.8,1,1,0,146.22
Edogawa,76.15,3,10,21.8,11.0,86.6,0,0,0,108.46
Koto,55.65,2,29,14.1,10.8,73.5,0,1,0,78.27
Koto,126.31,4,11,18.4,5.0,79.1,1,0,0,171.22
Ota,63.24,3,5,45.9,2.2,100.0,0,0,1,111.93
Taito,75.2,3,16,5.1,3.2,81.2,1,0,0,132.6
Shinjuku,46.93,2,17,3.6,2.0,100.0,1,1,0,197.68
Chuo,66.17,4,1,0.7,1.0,98.2,0,1,0,197.09
Minato,33.44,1,14,6.9,1.5,100.0,0,0,0,174.92
Minato,48.52,1,3,18.9,6.4,97.0,1,1,1,237.43
Toshima,76.88,2,22,4.6,4.1,91.9,1,1,0,156.75
Ota,102.18,3,28,0.9,13.2,66.4,0,1,0,167.98
Shibuya,85.27,2,22,3.7,7.6,81.5,1,1,0,216.88
Adachi,29.27,1,17,4.7,2.4,100.0,1,0,1,101.19
Minato,33.08,1,30,17.7,7.1,83.6,1,0,1,190.43
Shinagawa,41.66,2,27,0.4,5.6,89.4,1,1,0,146.09
Chiyoda,35.37,1,21,40.3,29.3,48.0,1,0,1,67.51
Chuo,79.15,4,23,2.4,19.0,69.6,1,1,0,207.41
Suginami,74.97,3,8,14.4,4.6,84.6,0,1,0,131.41
Shinjuku,41.99,1,24,7.3,2.0,96.3,0,0,0,146.06
Suginami,49.87,1,25,27.9,19.9,63.7,1,1,0,93.14
Nerima,41.3,1,10,0.6,12.5,55.6,1,1,0,94.23
Edogawa,51.53,3,4,15.0,14.5,63.3,0,1,0,83.48
Minato,111.8,4,11,5.1,9.9,63.3,1,0,0,189.97
Meguro,41.02,2,12,0.6,10.9,79.7,1,1,0,144.05
Shinjuku,95.83,4,15,0.5,15.3,82.0,1,1,0,229.15
Sumida,59.97,1,25,0.7,1.0,100.0,1,0,0,201.14
Chiyoda,80.09,3,29,25.4,2.5,96.1,1,0,0,232.08
Kita,77.88,3,27,22.8,5.5,84.0,1,1,1,131.32
Katsushika,20.0,1,5,43.7,3.0,85.7,1,1,0,52.09
Toshima,82.41,4,26,5.8,2.9,96.0,1,1,0,188.92
Bunkyo,103.28,4,10,0.0,21.6,58.7,0,1,0,155.26
Nakano,41.28,3,25,7.4,14.8,69.2,0,1,0,107.32
Nerima,84.16,3,3,11.7,4.5,93.9,1,1,0,134.55
Shinjuku,113.27,4,12,6.0,30.0,53.2,1,0,0,126.4
Shibuya,78.86,2,20,0.1,4.4,76.5,1,1,0,221.99
Setagaya,20.0,1,19,4.7,1.0,100.0,1,1,0,140.32
Toshima,32.1,1,27,7.5,10.5,89.4,1,1,1,171.8
Adachi,20.0,2,27,2.8,11.2,85.6,1,1,0,92.24
Toshima,33.54,1,20,44.0,3.1,90.5,0,1,1,97.73
Shibuya,66.04,4,18,17.2,1.6,100.0,0,1,1,213.04
Sumida,70.17,3,29,10.8,7.3,84.2,0,1,1,126.75
Arakawa,63.71,3,1,23.0,9.8,76.0,1,1,1,125.97
Shibuya,95.85,3,16,25.8,1.0,90.2,1,0,0,211.99
Chiyoda,69.22,2,5,13.9,2.3,100.0,1,1,0,208.62
Edogawa,98.14,4,3,12.3,1.0,100.0,1,1,1,159.34
Adachi,20.0,2,3,43.0,2.3,85.6,1,0,1,54.57
Suginami,58.33,2,19,22.7,20.1,66.5,0,0,0,63.76
Nerima,54.67,3,2,10.0,3.2,95.2,1,0,0,141.17
